Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8071.39777400455
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6541.69710787282
Gabon,GAB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.5342876977906
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.86
"Gambia, The",GMB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,64.174
"Gambia, The",GMB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.534
"Gambia, The",GMB,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
"Gambia, The",GMB,Net migration,SM.POP.NETM,-3000
"Gambia, The",GMB,Trade (% of GDP),NE.TRD.GNFS.ZS,42.4360025095476
"Gambia, The",GMB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.60449609977691
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,888.157407441902
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,727.838723407125
"Gambia, The",GMB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.2873451192374
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.496
Georgia,GEO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.569
Georgia,GEO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.107
Georgia,GEO,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Georgia,GEO,Net migration,SM.POP.NETM,2003
Georgia,GEO,Trade (% of GDP),NE.TRD.GNFS.ZS,107.151179161579
Georgia,GEO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.2670598313658
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,8283.66960652261
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6180.6206023429
Georgia,GEO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.9987945206376
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5414634146342
Germany,DEU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.2
Germany,DEU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83
Germany,DEU,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Germany,DEU,Net migration,SM.POP.NETM,609553
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,82.7991064495705
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.4023485563427
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,53940.4073447462
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44008.131158562
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.6725400485002
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.498
Ghana,GHA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.134
Ghana,GHA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.943
Ghana,GHA,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Ghana,GHA,Net migration,SM.POP.NETM,-10003
Ghana,GHA,Trade (% of GDP),NE.TRD.GNFS.ZS,64.3878615281647
Ghana,GHA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.7708164934404
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2383.90410483418
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2091.8133564595
Ghana,GHA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,9.8998610781632
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.553
Gibraltar,GIB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.915
Gibraltar,GIB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,86.143
Gibraltar,GIB,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Gibraltar,GIB,Net migration,SM.POP.NETM,689
Gibraltar,GIB,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Gibraltar,GIB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Gibraltar,GIB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5365853658537
Greece,GRC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,79
Greece,GRC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.2
Greece,GRC,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Greece,GRC,Net migration,SM.POP.NETM,-159430
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,92.1562900262242
Greece,GRC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.7082588320458
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,23400.7278817691
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21139.1917042145
Greece,GRC,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.7312327593368
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.549756097561
Greenland,GRL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.74
Greenland,GRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.45
Greenland,GRL,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Greenland,GRL,Net migration,SM.POP.NETM,-318
Greenland,GRL,Trade (% of GDP),NE.TRD.GNFS.ZS,91.8900994375821
Greenland,GRL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.7986421686905
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,58498.9743142433
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,49929.7755428605
Greenland,GRL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,35.9956193360065
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.205
Grenada,GRD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.364
Grenada,GRD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.359
Grenada,GRD,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Grenada,GRD,Net migration,SM.POP.NETM,-190
Grenada,GRD,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Grenada,GRD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,11308.2874249451
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9832.25221076638
Grenada,GRD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.209
Guam,GUM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.435
Guam,GUM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.419
Guam,GUM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Guam,GUM,Net migration,SM.POP.NETM,-500
Guam,GUM,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Guam,GUM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Guam,GUM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.602
Guatemala,GTM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.312
Guatemala,GTM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.877
Guatemala,GTM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Guatemala,GTM,Net migration,SM.POP.NETM,-8940
Guatemala,GTM,Trade (% of GDP),NE.TRD.GNFS.ZS,48.2970689182759
Guatemala,GTM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.6062374569223
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,5758.30876298845
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4470.70711139938
Guatemala,GTM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.4754429310232
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.74
Guinea,GIN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.517
Guinea,GIN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.897
Guinea,GIN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Guinea,GIN,Net migration,SM.POP.NETM,-3997
Guinea,GIN,Trade (% of GDP),NE.TRD.GNFS.ZS,95.829526758227
Guinea,GIN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,44.1320630492989
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1555.49375806861
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1016.88094800324
Guinea,GIN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.4269896966463
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.085
Guinea-Bissau,GNB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.657
Guinea-Bissau,GNB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.362
Guinea-Bissau,GNB,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,-1400
Guinea-Bissau,GNB,Trade (% of GDP),NE.TRD.GNFS.ZS,41.6110643520817
Guinea-Bissau,GNB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.6836947403522
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,964.927554218909
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,766.829225369396
Guinea-Bissau,GNB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.9621476231489
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.18
Guyana,GUY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.507
Guyana,GUY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.944
Guyana,GUY,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Guyana,GUY,Net migration,SM.POP.NETM,-6161
Guyana,GUY,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Guyana,GUY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,20473.7002190617
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23101.3538282741
Guyana,GUY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.936
Haiti,HTI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.729
Haiti,HTI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.3
Haiti,HTI,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Haiti,HTI,Net migration,SM.POP.NETM,-31786
Haiti,HTI,Trade (% of GDP),NE.TRD.GNFS.ZS,30.7854236995359
Haiti,HTI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,5.27068998656754
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1705.75808460999
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1219.11871645847
Haiti,HTI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.8536836673602
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.884
Honduras,HND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.346
Honduras,HND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.501
Honduras,HND,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Honduras,HND,Net migration,SM.POP.NETM,-5044
Honduras,HND,Trade (% of GDP),NE.TRD.GNFS.ZS,98.7919798336365
Honduras,HND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.3686804713719
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,3227.45762509776
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2527.27366333188
Honduras,HND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.1864309601857
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.2473170731707
"Hong Kong SAR, China",HKG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,82.54
"Hong Kong SAR, China",HKG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,88.09
"Hong Kong SAR, China",HKG,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
"Hong Kong SAR, China",HKG,Net migration,SM.POP.NETM,-3427
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,352.985848261374
"Hong Kong SAR, China",HKG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,176.786161373995
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,50565.4647717265
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43546.7126755046
"Hong Kong SAR, China",HKG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.1391759125162
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.7707317073171
Hungary,HUN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.6
Hungary,HUN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.1
Hungary,HUN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Hungary,HUN,Net migration,SM.POP.NETM,49213
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,157.10677596052
Hungary,HUN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,80.8351502079434
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,22312.1790289763
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16389.3914509189
Hungary,HUN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.89744060362
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6073170731707
Iceland,ISL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.9
Iceland,ISL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.4
Iceland,ISL,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Iceland,ISL,Net migration,SM.POP.NETM,4630
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,86.7298838954652
Iceland,ISL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.441812995971
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,79960.0961535662
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,59307.182202664
Iceland,ISL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.5065836691362
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.003
India,IND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.522
India,IND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.598
India,IND,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
India,IND,Net migration,SM.POP.NETM,-979179
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,44.9928422877561
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.4486977833541
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2530.12031278204
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2270.9051808027
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,33.3623103638844
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.146
Indonesia,IDN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.036
Indonesia,IDN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.268
Indonesia,IDN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Indonesia,IDN,Net migration,SM.POP.NETM,-37501
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,41.3362868707652
Indonesia,IDN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.7538472039177
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4876.30774512252
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4192.65167890692
Indonesia,IDN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,30.3425864737035
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.654
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.786
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.628
"Iran, Islamic Rep.",IRN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
"Iran, Islamic Rep.",IRN,Net migration,SM.POP.NETM,262044
"Iran, Islamic Rep.",IRN,Trade (% of GDP),NE.TRD.GNFS.ZS,52.180175847114
"Iran, Islamic Rep.",IRN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.2011131759559
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,4465.63766853306
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5667.52646126961
"Iran, Islamic Rep.",IRN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,38.8321312363036
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.324
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.426
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.055
Iraq,IRQ,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Iraq,IRQ,Net migration,SM.POP.NETM,-5710
Iraq,IRQ,Trade (% of GDP),NE.TRD.GNFS.ZS,69.4613207990167
Iraq,IRQ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.6312322400043
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,5965.31835077761
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4337.08705324182
Iraq,IRQ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.0865197018349
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8609756097561
Ireland,IRL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.3
Ireland,IRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5
Ireland,IRL,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Ireland,IRL,Net migration,SM.POP.NETM,43873
Ireland,IRL,Trade (% of GDP),NE.TRD.GNFS.ZS,237.215881337618
Ireland,IRL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,135.058214305059
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,103887.800388081
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,91647.7687003945
Ireland,IRL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.3322520716791
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.999
Isle of Man,IMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.926
Isle of Man,IMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.134
Isle of Man,IMN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Isle of Man,IMN,Net migration,SM.POP.NETM,196
Isle of Man,IMN,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Isle of Man,IMN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Isle of Man,IMN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1951219512195
Israel,ISR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81
Israel,ISR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.5
Israel,ISR,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Israel,ISR,Net migration,SM.POP.NETM,9999
Israel,ISR,Trade (% of GDP),NE.TRD.GNFS.ZS,57.9903207136983
Israel,ISR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.4105026275679
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,52003.7200729997
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,42011.6213954855
Israel,ISR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.1101982037385
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.7
Italy,ITA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.7
Italy,ITA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.8
Italy,ITA,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Italy,ITA,Net migration,SM.POP.NETM,150189
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,65.6408634740709
Italy,ITA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.5347636988069
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,39065.4244365633
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34146.0232257736
Italy,ITA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.9270710662995
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.479
Jamaica,JAM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.975
Jamaica,JAM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.994
Jamaica,JAM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Jamaica,JAM,Net migration,SM.POP.NETM,-10003
Jamaica,JAM,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Jamaica,JAM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,6839.72502408181
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5349.71177670235
Jamaica,JAM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.0412195121951
Japan,JPN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.09
Japan,JPN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.14
Japan,JPN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Japan,JPN,Net migration,SM.POP.NETM,175003
Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,45.1508795641248
Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.8515912402593
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,33836.1756271617
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36952.5150709861
Japan,JPN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.1821637488649
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.814
Jordan,JOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.709
Jordan,JOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.192
Jordan,JOR,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Jordan,JOR,Net migration,SM.POP.NETM,-17445
Jordan,JOR,Trade (% of GDP),NE.TRD.GNFS.ZS,100.347868752034
Jordan,JOR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.5168833945194
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4466.08314208575
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3958.23043952182
Jordan,JOR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.402
Kazakhstan,KAZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.112
Kazakhstan,KAZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.394
Kazakhstan,KAZ,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Kazakhstan,KAZ,Net migration,SM.POP.NETM,-4822
Kazakhstan,KAZ,Trade (% of GDP),NE.TRD.GNFS.ZS,61.9623843329588
Kazakhstan,KAZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.5096606934855
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,12879.4275257974
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11453.395272565
Kazakhstan,KAZ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,29.8345237599711
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.646
Kenya,KEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.459
Kenya,KEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.92
Kenya,KEN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..
Kenya,KEN,Net migration,SM.POP.NETM,-10003
Kenya,KEN,Trade (% of GDP),NE.TRD.GNFS.ZS,32.0920792814469
Kenya,KEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.6861054407608
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1952.30457929636
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1808.40479129677
Kenya,KEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.3568914711063
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.473
